"","price","earnings"
"1",4.69166666667,0.4
"2",5.02916666667,0.41625
"3",4.80166666667,0.44625
"4",4.57,0.46
"5",4.4475,0.405833333333
"6",4.06083333333,0.316666666667
"7",3.13583333333,0.290833333333
"8",3.38333333333,0.305416666667
"9",4.1225,0.347916666667
"10",5.20916666667,0.439583333333
"11",6.25416666667,0.462916666667
"12",5.9,0.434583333333
"13",5.63416666667,0.41375
"14",4.74083333333,0.35125
"15",4.59666666667,0.288333333333
"16",5.36416666667,0.3025
"17",5.53416666667,0.34625
"18",5.20416666667,0.305833333333
"19",5.32333333333,0.281666666667
"20",5.26916666667,0.294583333333
"21",5.02833333333,0.317083333333
"22",5.55,0.35625
"23",4.775,0.310416666667
"24",4.38666666667,0.205833333333
"25",4.525,0.20875
"26",4.23333333333,0.228333333333
"27",4.45083333333,0.264166666667
"28",5.0525,0.331666666667
"29",6.28833333333,0.420416666667
"30",6.1475,0.48
"31",7.8425,0.490833333333
"32",8.41666666667,0.570416666667
"33",7.21166666667,0.575833333333
"34",7.04916666667,0.508333333333
"35",8.98583333333,0.5875
"36",9.62166666667,0.71875
"37",7.84,0.705833333333
"38",7.77583333333,0.616666666667
"39",9.7125,0.6775
"40",9.35166666667,0.74375
"41",9.235,0.654166666667
"42",9.535,0.649583333333
"43",8.5075,0.662083333333
"44",7.945,0.570416666667
"45",8.305,0.715
"46",9.46666666667,1.232125
"47",8.495,1.39466666667
"48",7.53916666667,1.123
"49",8.7825,0.9575
"50",7.9775,0.859583333333
"51",6.8575,0.52375
"52",8.41083333333,0.506666666667
"53",8.57333333333,0.847083333333
"54",9.04583333333,0.952916666667
"55",11.15,1.10333333333
"56",12.5866666667,1.24458333333
"57",15.3433333333,1.16966666667
"58",19.9533333333,1.25616666667
"59",26.0183333333,1.50458333333
"60",21.0266666667,1.26333333333
"61",13.6591666667,0.775
"62",6.92833333333,0.501666666667
"63",8.95833333333,0.42625
"64",9.84416666667,0.467083333333
"65",10.5991666667,0.7425
"66",15.4683333333,0.885833333333
"67",15.4058333333,1.14833333333
"68",11.4883333333,0.790833333333
"69",12.0616666667,0.773333333333
"70",11.0208333333,1.0275
"71",9.82416666667,1.11583333333
"72",8.67333333333,1.00833333333
"73",11.5041666667,1.05499975
"74",12.4683333333,0.920833333333
"75",15.1558333333,0.975
"76",17.0808333333,0.914166416667
"77",15.1658333333,1.42166666667
"78",15.5325,1.92583333333
"79",15.23,2.37
"80",18.4,2.57416666667
"81",22.335,2.65833333333
"82",24.4975,2.37833333333
"83",24.7316666667,2.49083333333
"84",29.6891666667,2.62083333333
"85",40.4933333333,3.23916666667
"86",46.6233333333,3.5575
"87",44.38,3.41833333333
"88",46.2383333333,3
"89",57.3791666667,3.29083333333
"90",55.85,3.3075
"91",66.2725,3.09666666667
"92",62.3825,3.47
"93",69.865,3.85333333333
"94",81.3683333333,4.33833333333
"95",88.17,4.86916666667
"96",85.2566666667,5.435
"97",91.9283333333,5.37083333333
"98",98.6941666667,5.57166666667
"99",97.84,5.83083333333
"100",83.22,5.46416666667
"101",98.2833333333,5.37
"102",109.208333333,6.025
"103",107.423333333,7.325
"104",82.5525,8.71416666667
"105",86.1558333333,8.11
"106",102.021666667,9.18
"107",98.21,10.4433308333
"108",96.02,11.3925
"109",103.0225,13.9816666667
"110",118.783333333,14.9258333333
"111",128.041666667,15.01
"112",119.725,14.0216666667
"113",160.425,12.9691666667
"114",160.466666667,15.9475
"115",186.85,15.6291666667
"116",236.358333333,14.6508333333
"117",286.841666667,15.4683333333
"118",265.783333333,21.1658333333
"119",322.833333333,24.2641666667
"120",334.5875,21.6325
"121",376.1775,18.95
"122",415.744166667,17.335
"123",451.406666667,20.1325
"124",460.329166667,25.7333333333
"125",541.638333333,33.75
"126",670.828333333,35.5225
"127",872.673333333,40.205
"128",1084.31083333,38.745
"129",1326.06083333,42.0108333333
"130",1427.0075,51.4875
"131",1192.07833333,35.9166666667
"132",995.651666667,27.1008333333
